Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
21/01/2018,1.4,13.6,19.4,18.2,2.8,5.2,2,0,0,3.4,-12.73,,-0.91,-4.8,-3.33,10,6.45,0,9.95,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.46,-0.73
22/01/2018,0,0,0,0.2,0,0,0,0,0,0.2,-12.79,,-1.03,-4.77,-3.39,5.05,4.75,0,6,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.42,-0.77
23/01/2018,0,0,0,0,0,0,0,0,0,0,-12.84,-5.06,-1.14,-4.74,-3.42,9.7,9.1,0,9.1,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.4,-0.79
24/01/2018,0.2,0.2,0,0,0,0,0.2,0,0.2,0,-12.9,-5.08,-1.25,-4.83,-3.46,6.35,6.25,0,7.2,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.39,-0.79
25/01/2018,0,0,0.2,0,0,0,0,0,0.6,0,-12.86,-5.1,-1.29,-4.79,-3.49,9.15,5.3,0,9.3,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.37,-0.82
26/01/2018,0,0,0,0,0,0,0.4,0,0.4,0.2,-12.83,-5.11,-1.41,-4.75,-3.5,8.7,4.3,0,9.5,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.33,-0.82
27/01/2018,1.2,0,0.4,0.2,0.2,0,0.8,0.2,0,0.6,-12.87,-5.13,-1.45,-4.8,-3.52,10.6,7.7,0,10.8,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.83
28/01/2018,0,0,0,0.2,0,0,0,0,0.2,0.2,-12.9,-5.16,-1.5,-4.87,-3.54,8.7,8.3,0,9.55,-6014.817742,-16548.9696,-10273.1328,-6060.019355,-4761.093548,0.3,-0.84
29/01/2018,0.2,0,0,0,0,0,0.2,0,0,0,-12.88,-5.18,-1.5,-4.85,-3.55,9.45,5.75,0,10.9,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.84
30/01/2018,0,0,0,0,0,0,0,0,7,0,-12.85,-5.2,-1.52,-4.8,-3.56,9.8,5.05,0,10.75,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.32,-0.84
31/01/2018,0,0,0.2,0.2,1,0.2,0.6,0,23.6,0.2,-12.79,-5.22,-1.54,-4.78,-3.58,8.95,4.7,0,9.55,-6331.387097,-17419.968,-10813.824,-6378.967742,-5011.677419,0.29,-0.86
01/02/2018,17.4,3.6,14.2,12,14,6.2,15.6,0,29.6,14.4,-12.68,-5.24,-1.51,-4.7,-3.57,10.5,4.8,0,11.5,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.34,-0.8
02/02/2018,29,19.6,33,19.6,39.8,31.6,43.8,1.4,4,46.6,-12.63,-5.21,-1.29,-4.61,-3.34,7.85,2.95,0,7.95,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.61,-0.05
03/02/2018,15.2,28.4,16.4,21.6,24,33.8,20,46.2,0.2,21.6,-12.62,-5.15,-0.89,-4.56,-3.19,3.4,-0.5,0,4.4,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.64,-0.01
04/02/2018,0,2.2,0.6,2.8,0.4,2,0.4,7.8,1.2,0.4,-12.72,-5.08,-1.01,-4.62,-3.19,3.25,0.15,0,2.9,-5412.889643,-17116.9632,-10594.0656,-5402.005357,-4038.144643,0.54,-0.34
05/02/2018,0,0.2,6.8,0.2,0,0,0,0,3.8,0.2,-12.74,-5.05,-1.1,-4.64,-3.3,6.6,2.15,0,7.85,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.46,-0.68
06/02/2018,0.6,0.2,15.4,1.2,0.4,1,0.4,0,0,1.2,-12.67,-5.05,-1.17,-4.58,-3.39,6.2,1.2,0,7.1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.43,-0.8
07/02/2018,4.8,3.4,2.8,3.4,3,1.2,2.8,15.8,2.4,4,-12.64,-5.05,-1.25,-4.53,-3.44,5.35,2.2,0,6.7,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.41,-0.82
08/02/2018,1.8,1.8,4,2.6,1,1.2,0.6,0.4,0.2,1.6,-12.72,-5.06,-1.33,-4.56,-3.49,6.15,1.85,0,7.25,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.37,-0.83
09/02/2018,2.6,1.8,0.2,0.2,3.2,2.2,3.2,0,0,4.6,-12.72,-5.09,-1.36,-4.56,-3.51,6,3.1,0,6.8,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.37,-0.83
10/02/2018,0,0.2,0,0,0,0,0.2,0,0,0,-12.69,-5.11,-1.43,-4.57,-3.53,5,2.85,0,6.15,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.34,-0.84
11/02/2018,0,0.2,0,0.2,0.2,0,0,6.6,13.4,0.2,-12.7,-5.12,-1.48,-4.63,-3.55,4.55,2,0,5.45,-5412.889643,-17116.9632,-10594.0656,-5402.005357,-4038.144643,0.33,-0.84
12/02/2018,11.8,12.2,8.6,11.6,12,12.8,11.6,0,0,15,-12.69,-5.14,-1.31,-4.6,-3.55,5.15,0.4,0,6.1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.36,-0.82
13/02/2018,3,2.4,5.8,8,4.8,2.2,4.2,18.2,0.4,8.2,-12.71,-5.16,-1.26,-4.55,-3.56,4.55,-0.6,0,5.15,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.32,-0.85
14/02/2018,0.4,0,0.8,0,0.2,0,0.2,2,0,0.8,-12.73,-5.16,-1.34,-4.54,-3.57,4.7,-0.1,0,6.1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.31,-0.84
15/02/2018,0,0,0,0,0,0,0,0,0,0,-12.8,-5.18,-1.41,-4.58,-3.59,3.95,0.65,0,4.25,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.31,-0.85
16/02/2018,0,0,0,0,0,0,0,0,10.6,0.2,-12.81,-5.2,-1.44,-4.55,-3.61,6.45,3.15,0,7.1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.3,-0.86
17/02/2018,0,1.2,2.4,0.8,0.2,1,0,0,8.6,0.4,-12.78,-5.21,-1.44,-4.51,-3.6,7.45,4.45,0,7.6,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.31,-0.83
18/02/2018,25.6,35.8,42.8,22,32.4,36.8,20,4,0,35.6,-12.73,-5.17,-1.03,-4.46,-3.54,9.35,3.55,0,9.5,-5412.889643,-17116.9632,-10594.0656,-5402.005357,-4038.144643,0.44,-0.75
19/02/2018,0,0,0,0,0.2,0,0,9.6,0,0,-12.72,-5.13,-1.05,-4.4,-3.54,4.95,0.95,0,6.15,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.41,-0.8
20/02/2018,0,0,0,0,0,0,0,0,0,0,-12.67,-5.11,-1.15,-4.32,-3.55,3.5,0.2,0,4.65,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.37,-0.82
21/02/2018,0,0,0,0,0,0,0,11.2,0,0,-12.65,-5.1,-1.25,-4.3,-3.55,7.35,0.35,0,7.4,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.36,-0.83
22/02/2018,0,0.2,0,0.2,0,0,0,41,4.2,0,-12.64,-5.1,-1.33,-4.28,-3.56,6.95,1,0,7.8,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.36,-0.82
23/02/2018,0,2.6,1.8,2.8,1.6,4.2,1,17.8,0,3,-12.64,-5.13,-1.38,-4.29,-3.57,7.3,0.6,0,8.2,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.34,-0.82
24/02/2018,2.4,9.2,6.6,5,10,18.4,5.2,48.8,3.6,9.8,-12.66,-5.13,-1.38,-4.34,-3.57,10.3,5.4,0,10.65,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.34,-0.84
25/02/2018,1,0.8,0.2,0.8,1.4,1.8,0.6,84.4,3.8,1.8,-12.69,-5.13,-1.41,-4.44,-3.58,4.4,-3.1,0,4.9,-5412.889643,-17116.9632,-10594.0656,-5402.005357,-4038.144643,0.31,-0.84
26/02/2018,2,0,0,0,1.8,2.6,2.4,24.2,0,2.4,-12.68,-5.16,-1.44,-4.43,-3.59,-1.3,-7.05,0,0,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.33,-0.85
27/02/2018,0,0,0.2,0,0,0,0,16.4,0,0,-12.69,-5.18,-1.53,-4.42,-3.61,-2.25,-7.85,0,-1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.32,-0.85
28/02/2018,0,0,0,0,0,0,0,0.8,13,0,-12.74,-5.22,-1.6,-4.48,-3.62,-2,-6.4,0,-0.1,-5697.778571,-18017.856,-11151.648,-5686.321429,-4250.678571,0.3,-0.85
01/03/2018,0,0,0,0,0,0,0,12,36,0,-12.67,-5.24,-1.57,-4.58,-3.62,0.1,-3.3,0,0.35,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.33,-0.83
02/03/2018,28.6,26.8,0.8,26.6,32,29.4,25.8,23.8,24,27.2,-12.58,-5.23,-1.14,-4.49,-3.56,6.4,2.95,0,5.55,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.41,-0.7
03/03/2018,34.4,16,12.8,13.6,18.4,16.6,31.8,2.8,0.8,41,-12.6,-5.17,-0.84,-4.48,-3.39,5.65,3.8,0,5.85,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.6,-0.22
04/03/2018,22.6,26.8,22.4,25.8,25,23.2,25,13.4,0.2,26.6,-12.64,-5.05,-0.87,-4.41,-3.17,7,5.1,0,7.5,-5556.307903,-16761.5568,-10290.3696,-5418.279032,-4213.556452,0.63,-0.02
05/03/2018,3,8.6,13,11,2.6,6.6,2.2,2.2,6.8,5.2,-12.58,-4.96,-0.79,-4.4,-3.2,8.5,3.05,0,9.55,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.53,-0.42
06/03/2018,3.2,2.4,4.8,2.8,2.2,2.6,2.2,1,34,3.2,-12.57,-4.91,-0.9,-4.36,-3.23,9.9,3.85,0,9.75,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.51,-0.49
07/03/2018,60.8,23,18,23,55,49.6,51.2,5.6,0.4,47.6,-12.61,-4.86,-0.47,-4.35,-3.08,10.75,5.2,0,11,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.7,0.23
08/03/2018,22.8,0,0,0,4,4.2,6.6,0.2,0,1.4,-12.69,-4.77,-0.77,-4.37,-2.91,8.8,4.7,0,9.15,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.68,0.18
09/03/2018,0,0,0.2,0,1.2,0.6,0.8,0,6.6,0.4,-12.72,-4.74,-0.97,-4.38,-2.95,10.95,6.4,0,10.15,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.59,-0.1
10/03/2018,0,0,0,0,0,0,0.2,0,54.8,0.2,-12.7,-4.72,-1.06,-4.38,-2.99,7.95,5.95,0,8.3,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.58,-0.19
11/03/2018,20.2,19,19.2,15.2,20.2,21.4,20.8,1.6,19.2,31.8,-12.62,-4.6,-0.96,-4.35,-2.88,11.25,7.75,0,11.55,-5556.307903,-16761.5568,-10290.3696,-5418.279032,-4213.556452,0.78,0.47
12/03/2018,56,44.6,46,33.8,52.6,51,54.4,3.2,9.8,69.4,-12.58,-4.54,-0.54,-4.2,-2.21,10.75,5.85,0,12,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,1.18,1.77
13/03/2018,6.2,9.6,13.4,10.6,10.2,12,11,0,0.2,15,-12.59,-4.44,-0.65,-4.16,-2.13,11.2,4.95,0,10.75,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.98,1.12
14/03/2018,7.4,6,2.2,1.8,12.8,27.6,8.2,3,61.2,12.8,-12.6,-4.38,-0.79,-4.18,-2.18,10.95,6.05,0,11.9,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.85,0.75
15/03/2018,0,0.2,0,0,0,0,0,0,0.6,0,-12.54,-4.34,-0.8,-4.19,-2.24,7.55,5.75,0,8.4,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.84,0.68
16/03/2018,65.6,54.2,40.6,48.8,63.4,67.2,72.2,2.8,18,84.8,-12.5,-4.17,-0.55,-4.08,-1.7,12.6,5.8,0,11.85,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,1.22,1.83
17/03/2018,11.2,11.8,11.6,14,14.2,14.4,13,4.6,19.8,16,-12.42,-4.05,-0.58,-4.07,-1.74,11.35,4.75,0,11.05,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.95,0.99
18/03/2018,12.2,5.4,8.6,6.2,8,6.8,10.4,1,6.6,22,-12.39,-4.01,-0.58,-4.05,-1.82,9,2.75,0,9.25,-5556.307903,-16761.5568,-10290.3696,-5418.279032,-4213.556452,0.9,0.83
19/03/2018,19.6,34.4,36,41.2,33,29.4,25,52.8,0,29.2,-12.41,-3.96,-0.43,-3.96,-1.83,6.4,1.15,0,7.3,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.9,0.79
20/03/2018,1.2,1.8,9.6,4,2.2,2.4,1.4,3.2,0,3,-12.42,-3.96,-0.66,-3.95,-1.93,6.05,1.7,0,7.55,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.79,0.5
21/03/2018,0,0,10.6,0.2,0,0,0,36.2,0,0,-12.49,-4.03,-0.85,-4.04,-2.08,6.55,0.75,0,8.2,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.68,0.17
22/03/2018,0,0,0.4,0,0,0,0,74,0,0,-12.45,-4.12,-1.03,-4.1,-2.23,5.55,1.55,0,7.2,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.6,-0.12
23/03/2018,0,0,0,0,0,0,0,41.6,0,0,-12.4,-4.2,-1.15,-4.14,-2.38,6.35,2.7,0,7.25,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.55,-0.31
24/03/2018,0,0,0,0,0,0,0,25.4,0,0,-12.4,-4.28,-1.23,-4.18,-2.51,7,4.5,0,7.95,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.51,-0.48
25/03/2018,0,0,0,0,0,0,0,44,0,0,-12.42,-4.36,-1.3,-4.23,-2.64,7.55,4.25,0,8.65,-5556.307903,-16761.5568,-10290.3696,-5418.279032,-4213.556452,0.45,-0.7
26/03/2018,0,0,0,0,0,0,0,12,2.8,0,-12.44,-4.45,-1.35,-4.22,-2.74,8.9,5.35,0,9.75,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.43,-0.76
27/03/2018,0,0,0,0,0,0,0,0,0,0,-12.46,-4.51,-1.36,-4.25,-2.8,10.15,7.45,0,10.3,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.43,-0.76
28/03/2018,5.8,0,0,0,1,0.2,1.8,0,11.4,0,-12.44,-4.57,-1.39,-4.27,-2.86,10.95,7.6,0,12,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.41,-0.78
29/03/2018,4,0,0,0,4.8,0.4,7.6,0,1.6,6,-12.42,-4.62,-1.42,-4.29,-2.91,14.85,7.6,0,14.5,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.39,-0.77
30/03/2018,8.2,0.6,1,0.4,1.6,1.4,4,0,47,9.6,-12.4,-4.67,-1.45,-4.31,-2.94,14.8,9.9,0,15.2,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.44,-0.78
31/03/2018,23.8,51.4,11.4,11.6,31.2,37.4,32.8,1.6,1,29.4,-12.34,-4.69,-1.32,-4.32,-2.83,10.5,5.25,0,11.55,-5848.745161,-17643.744,-10831.968,-5703.451613,-4435.322581,0.6,-0.18
01/04/2018,15.6,8.8,5.2,12.8,20.8,9.6,22.2,3.2,0,26.6,-12.4,-4.66,-1.22,-4.3,-2.71,11.8,6,0,12.35,-5715.174667,-15930.0864,-10394.6112,-5320.506667,-4233.295,0.62,-0.03
02/04/2018,0,0,0,0,0,0,0,0,0,0,-12.45,-4.63,-1.29,-4.3,-2.77,12.55,8.15,0,13.3,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.55,-0.26
03/04/2018,0,0,0,0,0,0,0,0,62.4,0,-12.45,-4.64,-1.37,-4.29,-2.84,12.9,8.35,0,13.6,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.53,-0.37
04/04/2018,18.8,21.4,20.2,13.4,16.2,21.6,18.6,1.6,4,24.8,-12.42,-4.64,-1.16,-4.29,-2.82,11.4,7.8,0,11.6,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.6,-0.16
05/04/2018,37.2,11.4,13.6,18,36.8,34,50.2,12,0.2,43.2,-12.4,-4.59,-1.01,-4.26,-2.31,12.7,7.4,0,13.2,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,1.02,1.3
06/04/2018,2.6,0,2.2,2,0.2,0,0,0.2,0,0,-12.43,-4.53,-1.13,-4.33,-2.31,14,10.9,0,14.65,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.77,0.5
07/04/2018,0,0,0,0.2,0,0,0,0,0,0,-12.41,-4.52,-1.26,-4.39,-2.43,14.75,12.2,0,15.6,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.66,0.15
08/04/2018,0,0,0,0,0,0,0,0,20.4,0,-12.38,-4.51,-1.34,-4.41,-2.5,14.85,12.35,0,15.85,-5715.174667,-15930.0864,-10394.6112,-5320.506667,-4233.295,0.63,0.03
09/04/2018,10,6.8,12.4,10.2,11.8,8.8,11.2,15.8,10.2,9.4,-12.34,-4.54,-1.24,-4.35,-2.55,12.6,8,0,13.9,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.63,0.03
10/04/2018,7.6,7.2,14.6,6.2,8.8,11.2,7,4,8.8,9,-12.35,-4.55,-1.17,-4.3,-2.59,12.5,6.3,0,12.5,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.63,0
11/04/2018,8.8,17.8,16.8,8.4,13,10.4,9.8,0,3.4,13,-12.3,-4.55,-1.09,-4.25,-2.63,12.4,7.4,0,12.1,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.61,-0.07
12/04/2018,16,8.8,9.8,4.6,7.2,7.2,7,5.6,3.2,13,-12.3,-4.55,-1.09,-4.24,-2.66,14.15,8.05,0,14.75,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.61,-0.04
13/04/2018,15.2,11.2,10.2,7.2,4.6,9.4,6.4,0,0,14.4,-12.36,-4.57,-1.15,-4.26,-2.61,13.4,8.45,0,14.15,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.67,0.19
14/04/2018,0,0,0,0,0,0,0,0,0,0,-12.36,-4.58,-1.22,-4.34,-2.67,14.75,12.65,0,15.95,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.59,-0.1
15/04/2018,0,0,0,0,0,0,0,0,3.4,0,-12.3,-4.61,-1.27,-4.31,-2.77,17.65,12.7,0,17.85,-5715.174667,-15930.0864,-10394.6112,-5320.506667,-4233.295,0.53,-0.35
16/04/2018,0,0.6,0,0,0,0,0.2,4,1.2,0.2,-12.33,-4.64,-1.35,-4.33,-2.85,16.85,13.5,0,17.6,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.5,-0.48
17/04/2018,0.2,0,0,0,0,0,0,2.8,0,2.4,-12.4,-4.69,-1.45,-4.42,-2.91,17.35,15.7,0,18.65,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.5,-0.48
18/04/2018,0.4,0,0,0,0.2,0,0.2,1,0,0,-12.43,-4.71,-1.47,-4.48,-2.96,17.4,15.2,0,18.65,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.49,-0.53
19/04/2018,0,0,0,0,0,0,0,0,0,0,-12.43,-4.75,-1.52,-4.53,-3,18.55,15.75,0,19.5,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.48,-0.59
20/04/2018,0,0,0,0,0,0,0,0,0,0,-12.4,-4.78,-1.55,-4.56,-3.05,19.6,18.3,0,20.7,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.44,-0.67
21/04/2018,0,0,0,0,0,0,0,0,0,0,-12.37,-4.81,-1.6,-4.62,-3.1,20.5,18.85,0,20.5,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.41,-0.82
22/04/2018,0,0,0,0,0,0,0,0,0,0,-12.37,-4.85,-1.62,-4.64,-3.15,17.45,16.5,0,18.7,-5715.174667,-15930.0864,-10394.6112,-5320.506667,-4233.295,0.41,-0.87
23/04/2018,0,0,0,0,0,0,0,0,0,0,-12.37,-4.89,-1.65,-4.64,-3.19,17.45,15.45,0,18.05,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.39,-0.9
24/04/2018,0,0,0,0,0,0,0,0,0,0,-12.37,-4.95,-1.65,-4.59,-3.22,18.15,15.9,0,19.1,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.38,-0.91
25/04/2018,0,0,0,0,0,0,0,0,0,0,-12.36,-4.99,-1.71,-4.62,-3.25,17.8,15.25,0,17.95,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.35,-0.91
26/04/2018,0,0,0,0.2,0,0,0,0,0,0,-12.33,-5,-1.7,-4.6,-3.26,18.4,15.05,0,19.3,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.33,-0.92
27/04/2018,0,0,0,0,0,0,0,0,0,0,-12.32,-5.01,-1.74,-4.6,-3.27,19.2,16.95,0,19.75,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.35,-0.91
28/04/2018,0,0,0,0,0,0,0,0,0,0,-12.32,-5.05,-1.77,-4.67,-3.29,18.9,17.35,0,20.5,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.34,-0.92
29/04/2018,0,0,0,0,0,0,0,0,0.4,0,-12.31,-5.09,-1.79,-4.71,-3.31,19.7,15.1,0,20.4,-5715.174667,-15930.0864,-10394.6112,-5320.506667,-4233.295,0.28,-0.93
30/04/2018,0.2,0.8,0.2,0,1.4,2.8,0.4,0,8.8,1.4,-12.33,-5.1,-1.78,-4.71,-3.33,15.85,10.15,0,17.45,-6015.973333,-16768.512,-10941.696,-5600.533333,-4456.1,0.31,-0.92
01/05/2018,0.6,0,0,0,0,0.4,0,0,21,1.6,-12.32,-5.12,-1.74,-4.7,-3.34,12.85,8.4,0,13.75,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.35,-0.92
02/05/2018,23.8,21.2,33.8,19.6,18.4,18.6,23,25,1,26.6,-12.25,-5.13,-1.64,-4.67,-3.34,14.65,10.1,0,14.35,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.4,-0.91
03/05/2018,9.2,4.8,5.8,4.6,8.2,4.6,8,11.8,0.2,8.8,-12.23,-5.09,-1.68,-4.59,-3.36,16.85,13.4,0,16.95,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.35,-0.94
04/05/2018,0,1.2,4.2,1.6,1.6,2.6,0.6,14.8,1.4,1.6,-12.27,-5.1,-1.72,-4.6,-3.38,18.65,13.1,0,19.2,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.32,-0.95
05/05/2018,0,0,0,0.2,0,0,0,35.6,0,0.8,-12.31,-5.13,-1.78,-4.7,-3.4,19.25,15.55,0,19.95,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.33,-0.95
06/05/2018,2.8,0.2,0.2,0,0,0.2,0,10.2,0.2,0,-12.32,-5.16,-1.77,-4.75,-3.42,18.55,15.75,0,18.6,-5087.85371,-16062.2352,-10360.1376,-5405.714516,-4153.369355,0.31,-0.94
07/05/2018,0,0.2,0.8,0.4,0,0,0,0,7,0,-12.31,-5.17,-1.79,-4.74,-3.43,20.45,15.9,0,20.7,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.31,-0.94
08/05/2018,0.6,0.6,1.6,21.6,0,5.4,0.8,8.6,0,3,-12.26,-5.17,-1.82,-4.71,-3.44,19.95,15.7,0,20.55,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.28,-0.93
09/05/2018,3.2,0.4,15,1,2.8,1,3,2.6,18.6,5.2,-12.26,-5.19,-1.82,-4.69,-3.45,18.05,14.6,0,19.8,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.33,-0.94
10/05/2018,15.6,10.2,5.4,5.6,18.8,18.8,12.2,32.8,0,16.4,-12.29,-5.2,-1.8,-4.71,-3.45,18.7,13.15,0,19.95,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.34,-0.92
11/05/2018,0.4,1,0.2,0.2,3,1.4,2.2,1.2,0,0.8,-12.32,-5.21,-1.8,-4.74,-3.47,18.25,13.55,0,19.55,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.33,-0.93
12/05/2018,0,0,0.2,0,0,0,0,8.2,8,0,-12.32,-5.21,-1.82,-4.8,-3.49,17.75,12.75,0,19.7,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.32,-0.95
13/05/2018,0,0,0,0,0,0,0,0,4.8,0,-12.29,-5.23,-1.81,-4.81,-3.5,17.05,11.3,0,18.2,-5087.85371,-16062.2352,-10360.1376,-5405.714516,-4153.369355,0.3,-0.95
14/05/2018,9,15.8,20,9.4,17.4,14.8,11.8,3,0.4,13,-12.29,-5.22,-1.75,-4.79,-3.51,11.65,6.3,0,13.85,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.32,-0.95
15/05/2018,1.6,1.8,7.4,6.4,0,0.2,0.4,0,0,1.6,-12.28,-5.24,-1.73,-4.76,-3.52,12.4,7.5,0,13.05,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.29,-0.96
16/05/2018,0,2.4,2.8,2.6,0.6,0,0.6,6.6,1.2,0,-12.3,-5.22,-1.78,-4.77,-3.54,14.2,10.9,0,15.4,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.29,-0.96
17/05/2018,0,0,1.8,1.2,0,0.2,0,0,0,0,-12.31,-5.25,-1.78,-4.7,-3.55,14.85,11.2,0,15.75,-5355.635484,-16907.616,-10905.408,-5690.225806,-4371.967742,0.28,-0.96
