Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
19/06/2014,0,0,0,0,0,0,,,0,,,,,,21.75,1.1
20/06/2014,0,0,0,0,0,0,,,0,,,,,,22,1.09
21/06/2014,0,0,0,0,0,0,,,0,,,,,,22.7,1.07
22/06/2014,0,0,0,0,0,0,,,0,,,,,,23.7,1.06
23/06/2014,0,0,0,0,0,0,,,0,,,,,,25.35,1.09
24/06/2014,0,0,0,0,0,0,,,0,,,,,,26,1.08
25/06/2014,10.2,16.6,25.2,32.2,13.6,14.8,,,0,,,,,,24.7,1.09
26/06/2014,2.6,0.6,12.2,4.6,0.4,2.4,,,6.6,,,,,,23.35,1.12
27/06/2014,0,0,0,0.2,0,0,,,0.2,,,,,,23.5,1.17
28/06/2014,0,0,0,0,0,0,,,0,,,,,,24.9,1.12
29/06/2014,17.8,9.6,8,7.4,14.2,4.6,,,0,,,,,,24.1,1.14
30/06/2014,0,0,0.4,0.2,0.2,0,,,23.6,,,,,,22.7,1.29
01/07/2014,0,0,0,0,0,0,,,0.2,,,,,,23.25,1.17
02/07/2014,0,0,0,0,0,0,,,0,,,,,,24.5,1.11
03/07/2014,0,0,0,0,0,0,,,0,,,,,,25.5,1.08
04/07/2014,0,0,0,0,0,0,,,0,,,,,,28.15,1.09
05/07/2014,0,0,0,0,0,0,,,0,,,,,,25.25,1.04
06/07/2014,0,0,0,0,1.2,0,,,0,,,,,,25.5,1.03
07/07/2014,5.2,3.6,2.4,2.2,2.8,1,,,0,,,,,,25.95,1.03
08/07/2014,17,10,15.2,27.2,13,21,,,0,,,,,,22.1,1.04
09/07/2014,5.8,8.6,5.2,12.4,16.6,11,,,3.8,,,,,,20.4,1.18
10/07/2014,2.8,3.4,2,2.6,2.2,1.4,,,1.4,,,,,,19.35,1.1
11/07/2014,0,0,9.4,0.8,2.4,0,,,8.2,,,,,,20.75,1.17
12/07/2014,5,6.8,4.6,6.2,5.2,4.2,,,0,,,,,,23.3,1.12
13/07/2014,0.4,0.2,0.6,1.8,1,0.8,,,0,,,,,,23.25,1.18
14/07/2014,0,0.2,0,1,0,0,,,4.2,,,,,,22.5,1.25
15/07/2014,0,0,0,0,0,0,,,0,,,,,,23.6,1.2
16/07/2014,0,0,0,0,0,0,,,0,,,,,,25.45,1.14
17/07/2014,0,0,0,0,0,0,,,0,,,,,,26.7,1.16
18/07/2014,0,0,0,0,0,0,,,0,,,,,,27.3,1.05
19/07/2014,0,0,0,0,0,0,,,0,,,,,,27.65,1.03
20/07/2014,0,0,0,0,0,0,,,0,,,,,,28.1,1.03
21/07/2014,14.2,14,26.2,19.2,29.4,26.8,,,0.6,,,,,,21.2,1.18
22/07/2014,5.6,2.4,4.8,2.6,3.4,3.8,,,12.2,,,,,,24.4,1.18
23/07/2014,0,0,0,0,0,0,,,0,,,,,,26.05,1.06
24/07/2014,13.6,15.8,22.2,11,15.2,10.4,,,0,,,,,,23.6,1.07
25/07/2014,0.2,0,0,0,0.2,0.2,,,3.6,,,,,,25.5,1.15
26/07/2014,9.8,8.8,13.2,1.2,3.6,1.2,,,0.8,,,,,,25.25,1.21
27/07/2014,0,0,0.8,0,1.4,0,,,3.6,,,,,,24.5,1.32
28/07/2014,0,0,0,0,0,0,,,0,,,,,,24.85,1.15
29/07/2014,22.6,11.4,17.2,7.8,16.2,9.4,,,1.2,,,,,,22.2,1.21
30/07/2014,45.6,40,16.4,36.4,27,32.4,,,12,,,,,,20.55,1.52
31/07/2014,0,0,0,0,0,0,,,0,,,,,,24.7,1.34
01/08/2014,0,0,0,0,0,0,,,0,,,,,,25.65,1.12
02/08/2014,0,0,0,0,0,0,,,0,,,,,,25.95,1.08
03/08/2014,5,2.4,5.2,1,6,1,,,0,,,,,,24.7,1.23
04/08/2014,0,0,0.2,0,0,0,,,11.8,,,,,,24.75,1.37
05/08/2014,1.8,0,0.2,0,0,0,,,0,,,,,,24.5,1.14
06/08/2014,0,0,0,0,0.2,0,,,5.2,,,,,,24.3,1.19
07/08/2014,0,0,0,0,0,0,,,0,,,,,,25,1.08
08/08/2014,0,0,0,0,0,0,,,0.2,,,,,,25.25,1.07
09/08/2014,0,0,0,0,0,0,,,0,,,,,,25.2,1.07
10/08/2014,0,0,0,0,0,0,,,0,,,,,,26.75,1.06
11/08/2014,0,0,0,0,0,0,,,0,,,,,,25.5,1.05
12/08/2014,0,0,0,0,0,0,,,0,,,,,,27.6,1.06
13/08/2014,2.8,3,2.2,0.6,20.4,0,,,0,,,,,,27.4,1.06
14/08/2014,0,0,0,0,0,0,,,11.6,,,,,,23.2,1.09
15/08/2014,0,0,0,0,0,0,,,0.2,,,,,,22.65,1.21
16/08/2014,4.2,3.8,0.2,0,2.6,0,,,0.4,,,,,,20.7,1.1
17/08/2014,0,0,0,0,0,0,,,0,,,,,,21.4,1.08
18/08/2014,0,0,0,0,0,0,,,0,,,,,,20.7,1.08
19/08/2014,0,0,0,0,0,0,,,0,,,,,,23.05,1.09
20/08/2014,0,0,0,3,0,4.8,,,0,,,,,,24,1.09
21/08/2014,0,0,0,0,0,0,,,0,,,,,,22.9,1.09
22/08/2014,0,0,0,0,0,0,,,0,,,,,,20.65,1.06
23/08/2014,1.2,1.4,1.6,0.2,0.8,0.2,,,0,,,,,,21.65,1.09
24/08/2014,0,0,0,0,0,0,,,0,,,,,,22.7,1.16
25/08/2014,0,0,0,0,0,0,,,0,,,,,,21.9,1.07
26/08/2014,0,0,0,0,0,0,,,0,,,,,,23.3,1.08
27/08/2014,0.2,0,0,1.8,0,0.6,,,0,,,,,,24.85,1.06
28/08/2014,0,0,0,0,0,0,,,0,,,,,,24.2,1.04
29/08/2014,0,0,0,0,0,0,,,0.2,,,,,,25.15,1.06
30/08/2014,0,0,0,0,0,0,,,0,,,,,,24.7,1.04
31/08/2014,0,0,0,0,0,0,,,0,,,,,,24.35,1.04
01/09/2014,16,13.2,19.8,15.6,14.6,15.8,,,15,,,,,,19.2,1.15
02/09/2014,0,0,0,0,0,0,,,0,,,,,,19.9,1.15
03/09/2014,0.2,0,2.6,0.6,0.8,0.4,,,0,,,,,,20.35,1.17
04/09/2014,0,0,1.2,0.4,0,0,,,2,,,,,,20.6,1.22
05/09/2014,0.2,0.4,0.2,0,0,0,,,0,,,,,,24,1.08
06/09/2014,0,0,0,0,0,0,,,0,,,,,,23.95,1.05
07/09/2014,0,0,0.4,0,0,0,,,0.2,,,,,,22.85,1.13
08/09/2014,0,0,0.2,0,0,0,,,0.2,,,,,,24.45,1.06
09/09/2014,0,0,0,0,0,0,,,0,,,,,,24.4,1.05
10/09/2014,12.8,25.8,23.2,13.8,15,19.2,,,0.6,,,,,,20.1,1.09
11/09/2014,16.8,8.4,8.4,7.6,15,5.4,,,33.4,,,,,,21.05,1.2
12/09/2014,6.2,15.4,7.8,11.2,12,15.2,,,18,,,,,,19.15,1.2
13/09/2014,0,0,0,0,0,0,,,3.2,,,,,,19.95,1.28
14/09/2014,0,0,0,0,0,0,,,0.2,,,,,,20.95,1.28
15/09/2014,0,0,0,0,0.2,0,,,0,,,,,,20.15,1.35
16/09/2014,0.6,9.2,0,10.2,5.8,5.2,,,0,,,,,,22.75,1.09
17/09/2014,0,0,0,0,0.4,0,,,0,,,,,,21.85,1.06
18/09/2014,0.2,0,0,0,0,0.4,,,0,,,,,,23,1.05
19/09/2014,9.6,13.4,8.2,29.4,8.2,20.8,,,0,,,,,,21.6,1.06
20/09/2014,51.6,113.6,102.4,56.4,52.4,57,,,3,,,,,,25.3,1.49
21/09/2014,0,0,0,0,0,0,,,0.2,,,,,,23.6,1.2
22/09/2014,12.6,23.4,0,0,17.2,0,,,0.2,,,,,,23.35,1.12
23/09/2014,0.2,0,0,0,0,0,,,7.8,,,,,,19.4,1.17
24/09/2014,0,0,0,0,0.2,0,,,0,,,,,,15.4,1.17
25/09/2014,1,1,1.2,1,1.4,0.6,,,0,,,,,,20,1.16
26/09/2014,0,0,0,0,0.2,0,,,0.2,,,,,,18.6,1.15
27/09/2014,0,0,0,0,0,0,,,0.2,,,,,,20.25,1.15
28/09/2014,0,0,0,0,0,0,,,0.4,,,,,,20.8,1.15
29/09/2014,0,0,0,0,0.2,0,,,0,,,,,,20.05,1.13
30/09/2014,0,0,0,0,0,0,,,0,,,,,,19.7,1.07
01/10/2014,7,8.6,6.4,10,4.6,12.2,,,0,,,,,,19.8,1.09
02/10/2014,0,0,0.2,0,0,0,,,0,,,,,,21.4,1.12
03/10/2014,0,0,0,0,0,0,,,0,,,,,,21.7,1.05
04/10/2014,0,0,0,0,0,0,,,0,,,,,,18.95,1.05
05/10/2014,0,0,0,0,0.2,0,,,0,,,,,,18.1,1.05
06/10/2014,0,0,0,0,0,0,,,0.2,,,,,,18.75,1.04
07/10/2014,0,0,0,0,0,0,,,0.2,,,,,,17.7,1.06
08/10/2014,0,0,0,0,0,0,,,0,,,,,,22.15,1.06
09/10/2014,0,0,0,0,0,0,,,0,,,,,,22.25,1.07
10/10/2014,0,0,0,0.2,0,0,,,0,,,,,,24.05,1.06
11/10/2014,32.4,31.8,32.2,43.2,34.6,54.6,,,0,,,,,,22.95,1.07
12/10/2014,4.6,1.8,0.8,7,1,5.6,,,13,,,,,,21.85,1.15
13/10/2014,32,39.8,24.6,15.8,19.4,10,,,0,,,,,,22.4,1.12
14/10/2014,1.4,1.2,14,0.6,6.4,2,,,18.4,,,,,,20.5,1.26
15/10/2014,23.6,26.2,28.2,27,21.4,23,,,6,,,,,,21.45,1.42
16/10/2014,0,0,0.2,2.4,0.6,1.8,,,12.6,,,,,,20.35,1.34
17/10/2014,7,7.6,3.8,12.8,5.4,10.4,,,3,,,,,,22.25,1.23
18/10/2014,0.8,0.4,1.6,0,0.6,0,,,0,,,,,,21.85,1.24
19/10/2014,0.4,0.2,0.2,0.4,0.2,0.2,,,0.2,,,,,,20.95,1.14
20/10/2014,0.2,0,0.2,0,0.2,0,,,0.2,,,,,,19.65,1.13
21/10/2014,1.4,0.4,0.4,0.8,0.6,0.2,,,2.4,,,,,,20.4,1.15
22/10/2014,0,0,0,0.4,0.2,1,,,3,,,,,,15.5,1.08
23/10/2014,0,0,0,0,0,0,,,0,,,,,,13.75,1.09
24/10/2014,0,0,0,0,0,0,,,0,,,,,,17.45,1.06
25/10/2014,0,0,0,0,0,0,,,0,,,,,,13.55,1.06
26/10/2014,0,0,0,0,0,0,,,0,,,,,,14.2,1.1
27/10/2014,0,0,0,0,0,0,,,0,,,,,,14.6,1.07
28/10/2014,0,0,0,0,0,0,,,0,,,,,,13.35,1.06
29/10/2014,0,0,0,0,0,0,,,0,,,,,,13.35,1.06
30/10/2014,0,0,0,0,0.2,0,,,0.2,,,,,,13.15,1.06
31/10/2014,0,0,0,0,0.2,0,,,0,,,,,,12.7,1.06
01/11/2014,0,0,0,0,0,0,,,0,,,,,,14.3,1.07
02/11/2014,0,0,0,0,0.2,0,,,0.2,,,,,,12.45,1.06
03/11/2014,0,0,0,0,0,0,,,0,,,,,,14.2,1.08
04/11/2014,0,0,0,0,0,0,,,0,,,,,,17.75,1.1
05/11/2014,30.2,29.4,41.8,62,40.6,38.4,,,2.2,,,,,,17,1.44
06/11/2014,21.8,23,24,18.2,24.4,17.2,,,26,,,,,,15,1.97
07/11/2014,0.4,0.2,0.2,0,0.4,0,,,7.4,,,,,,16.15,2.15
08/11/2014,0,0,0.4,0,0.4,0,,,2,,,,,,16.75,1.74
09/11/2014,0.8,0.8,0.6,1.4,0.6,0.8,,,0.2,,,,,,16.1,1.65
10/11/2014,14,13.4,13.4,16.6,20.4,20.6,,,1.4,,,,,,16,1.51
11/11/2014,0.2,0.4,0.2,0.2,0.6,0.4,,,8.6,,,,,,17.05,1.51
12/11/2014,2.2,3.2,2.6,6.4,2.6,5.2,,,0,,,,,,15.35,1.35
13/11/2014,0,1.2,0.4,4.8,0.2,0.6,,,6.2,,,,,,16.35,1.27
14/11/2014,0,0,0,0,0,0,,,0.2,,,,,,15.3,1.25
15/11/2014,18.4,18,14.6,26.4,18.8,19.8,,,0,,,,,,14,1.29
16/11/2014,9.8,4.2,4.8,4.4,6,5.6,,,17.2,,,,,,13.45,1.71
17/11/2014,50.6,48.8,39.6,41.8,42,43.6,,,22.6,,,,,,10.9,2.28
18/11/2014,31,29.8,24.6,11.6,31.4,12.8,,,56,,,,,,12.85,4.19
19/11/2014,5.4,3,5.2,3.2,5,2.8,,,19.4,,,,,,12.8,3.58
20/11/2014,0.4,0.2,0.2,0.2,0.4,0,,,0.4,,,,,,11.45,2.59
21/11/2014,1.6,0.6,0.2,0.6,0.4,0.6,,,0.2,,,,,,9.3,2.24
22/11/2014,2.2,1.4,1.2,1,2.2,1,,,1,,,,,,12.7,2.06
23/11/2014,0,0,0,0,0.2,0,,,0,,,,,,15.8,1.8
24/11/2014,0.4,3.8,0.2,0.2,0.2,0.2,,,0.2,,,,,,12.8,1.63
25/11/2014,10,10,7.2,6,6.6,6.8,,,0,,,,,,13.8,1.43
26/11/2014,9,10.4,9.8,11.4,17,10.8,,,7,,,,,,14.75,1.48
27/11/2014,6,6.4,4.8,9.6,5.4,15,,,2,,,,,,15.5,1.65
28/11/2014,0.4,0.6,0.8,0.4,0.8,0.4,,,6.6,,,,,,14.95,1.68
29/11/2014,0.8,0.4,0.4,0.4,0.8,0.6,,,0.2,,,,,,14.6,1.72
30/11/2014,1.8,1.8,1.6,2,1.4,2.4,,,0.8,,,,,,16.1,1.83
01/12/2014,2.2,2.4,2.4,4.2,1.6,6,,,1.4,,,,,,16.45,1.87
02/12/2014,0,0,0.2,0,0,0.2,,,0,,,,,,13.8,1.75
03/12/2014,10.4,9.6,9.2,8,9.6,6.6,,,0.4,,,,,,13.05,1.46
04/12/2014,12.8,10,9.2,11.6,9,10.8,,,8.4,,,,,,12.75,2.34
05/12/2014,3.2,1.8,0.8,1.4,1.6,2,,,10.4,,,,,,11.75,2.51
06/12/2014,4.6,2.4,3.8,5.8,1.4,4.8,,,0.4,,,,,,12.6,2.27
07/12/2014,0.4,0.4,0.4,0.2,0.8,0.4,,,5.6,,,,,,10.85,2.25
08/12/2014,0,0,0,0,0,0,,,0,,,,,,9.9,2.11
09/12/2014,0,0,0.2,0,0,0,,,0.2,,,,,,7.9,1.7
10/12/2014,0,0,0,0,0,0,,,0,,,,,,8.55,1.63
11/12/2014,0,0,0,0,0,0,,,0,,,,,,7.65,1.69
12/12/2014,0,0,0,0,0.2,0,,,0,,,,,,6.1,1.64
13/12/2014,3.8,3.2,3.4,9.6,3.2,11.4,,,0,,,,,,10.7,1.49
14/12/2014,0.6,0.4,0.4,1,0.2,1.4,,,0,,,,,,11.8,1.46
15/12/2014,3.2,4,0.4,5.2,0.8,6,,,0,,,,,,12,1.51
16/12/2014,11.2,10,6.2,11.2,7,13.8,,,7,,,,,,11.9,1.53
17/12/2014,0,0,0,0,0,0.2,,,1,,,,,,11.6,1.43
18/12/2014,0,0,0,0,0.2,0,,,0,,,,,,11.15,1.38
19/12/2014,0,0,0,0,0,0,,,0,,,,,,10.95,1.39
20/12/2014,0,0,0,0,0,0,,,0,,,,,,13.8,1.41
21/12/2014,0,0,0,0,0,0,,,0,,,,,,11.25,1.4
22/12/2014,0,0,0,0,0.2,0,,,0,,,,,,7.2,1.38
23/12/2014,0,0,0,0,0,0,,,0.2,,,,,,11.65,1.38
24/12/2014,0,0,0,0,0,0,,,0,,,,,,12.85,1.47
25/12/2014,0,0,0,0,0,0,,,0,,,,,,12.2,1.4
26/12/2014,0,0,0,0,0,0,,,0,,,,,,7.2,1.21
27/12/2014,23,24.4,19.8,5.6,24.2,28.4,,,0,,,,,,3.1,1.54
28/12/2014,0.2,8.4,2.4,3,0.4,0,,,14.4,,,,,,4.9,1.84
29/12/2014,0,0.4,0,11.6,0,0,,,0,,,,,,3.55,1.74
30/12/2014,0,0,0,3.2,0,0,,,0,,,,,,1.8,1.52
31/12/2014,0,0,0,0,0,0,,,0,,,,,,1.45,1.44
01/01/2015,0,0,0,4,0,0,,,0,,,,,,5.15,1.53
02/01/2015,0,0,0,0.2,0,0,,,0,,,,,,7.1,1.24
03/01/2015,0,0,0,0,0,0,,,0,,,,,,6.55,1.41
04/01/2015,0,0,0,0,0,0,,,0,,,,,,11.9,1.26
05/01/2015,0,0,0,0,0,0,,,0,,,,,,6.95,1.42
06/01/2015,0,0,0,0,0,0,,,0,,,,,,6.2,1.47
07/01/2015,0,0,0,0,0,0,,,0,,,,,,8.85,1.5
08/01/2015,0,0,0,0,0,0,,,0,,,,,,10.75,1.37
09/01/2015,0,0,0,0,0,0,,,0.2,,,,,,11.1,1.32
10/01/2015,0.2,0,0.4,0.6,0,0,,,0,,,,,,12.7,1.44
11/01/2015,0.8,0.4,1,1.2,0.8,0.8,,,0,,,,,,10.95,1.23
12/01/2015,0,0,0,0,0,0,,,0.2,,,,,,8.8,1.37
13/01/2015,0,0,0,0,0,0,,,0,,,,,,8.95,1.36
14/01/2015,1.2,0.2,0,0.8,0.4,0,,,0,,,,,,11.2,1.21
15/01/2015,0.2,0,0,0.2,0,0.2,,,0.4,,,,,,12.95,1.39
16/01/2015,1.4,1.6,1.2,3.4,1.4,2.6,,,0,,,,,,11,1.4
17/01/2015,5.4,4.8,2.2,9.4,5,7.4,,,3.8,,,,,,12.25,1.4
18/01/2015,0,0,0,0,0,0,,,3.4,,,,,,8.45,1.46
19/01/2015,0.2,0,0,0,0,0,,,0,,,,,,5.75,1.27
20/01/2015,0.4,0,0.2,0,0,0,,,0.2,,,,,,8.8,1.41
21/01/2015,6,5.8,6.2,11,3.4,8,,,0.4,,,,,,10.4,1.26
22/01/2015,2.2,3.2,2.4,5.4,1.8,2.8,,,3.4,,,,,,11.05,1.42
23/01/2015,0,0,1,1.4,0,1.6,,,0.6,,,,,,10.55,1.4
24/01/2015,0,0,0,0,0,0,,,0,,,,,,10.6,1.33
25/01/2015,0.6,0,0.8,0.6,0.2,0.4,,,0,,,,,,8.95,1.33
26/01/2015,0,0,0,0,0.2,0,,,0,,,,,,5.9,1.31
27/01/2015,0,0,0,0,0,0,,,0,,,,,,4.4,1.37
28/01/2015,0,0,0,0,0,0,,,0,,,,,,4.35,1.34
29/01/2015,21.4,23,15.4,15.4,18.8,22.2,,,0,,,,,,4.1,1.32
30/01/2015,34,41.6,24.4,39.6,31,37.8,,,32.6,,,,,,6,2.96
31/01/2015,0.6,0.2,0.2,0.8,0.2,0.6,,,7.6,,,,,,4.65,2.73
01/02/2015,1,0.4,1,2.4,1.2,3.2,,,3.6,,,,,,6.1,2.43
02/02/2015,0.2,0,0.2,0.2,0,0.2,,,0.2,,,,,,5.5,2.21
03/02/2015,3.4,4.8,2.6,7,2,6.8,,,2.4,,,,,,5.65,1.97
04/02/2015,1.2,0.8,1,0.6,1.2,0.4,,,0,,,,,,8.9,1.7
05/02/2015,32.8,33.6,21,25.8,28.8,32.8,,,11,,,,,,6.8,2.64
06/02/2015,1.8,2.2,13.8,3.4,4.8,2,,,15,,,,,,5.25,3.77
07/02/2015,0,0,0,0,0,0,,,0,,,,,,6.5,3.06
08/02/2015,0,0,0,0,0.2,0,,,0,,,,,,4.8,2.55
09/02/2015,0.2,0,0.2,0,0,0,,,0,,,,,,5.5,2.37
10/02/2015,0,0,0,0,0,0,,,0.2,,,,,,6.35,2.2
11/02/2015,0,0,0,0,0.2,0,,,0,,,,,,9.2,1.96
12/02/2015,0,0,0,0,0,0,,,0,,,,,,9.35,1.81
13/02/2015,0,0,0,0,0,0,,,0.2,,,,,,7.9,1.86
14/02/2015,2.2,4,2.6,5.4,0.2,6,,,0,,,,,,10.35,1.77
15/02/2015,1.6,2.2,4.8,6,3.6,3,,,1,,,,,,9.9,1.77
16/02/2015,0,0,0,0,0.2,0,,,0.6,,,,,,11,1.77
17/02/2015,0,0,0,0,0,0,,,0,,,,,,11.9,1.75
18/02/2015,0,0,0,0,0,0,,,0,,,,,,9.1,1.74
19/02/2015,0,0,0,0,0,0,,,0,,,,,,7.85,1.7
20/02/2015,0,0,0,0,0,0,,,0.2,,,,,,6.5,1.67
21/02/2015,9.4,10.2,9.2,12.8,9.6,11.8,,,0,,,,,,8.95,1.68
22/02/2015,7.2,9.6,10.2,8.8,10.4,7.6,,,6.4,,,,,,9.55,1.8
23/02/2015,0,0,0,0.2,0,0,,,1,,,,,,12.9,1.76
24/02/2015,2,1.2,3.8,3.8,1.4,3.8,,,0.2,,,,,,10.55,1.7
25/02/2015,0.2,0.6,8.2,3,0.4,4.6,,,0,,,,,,10.45,1.72
26/02/2015,0,0,0,0,0,0,,,0,,,,,,10.9,1.66
27/02/2015,0.2,0.4,0,0.2,0.2,0,,,0,,,,,,10.15,1.66
28/02/2015,0,0,0,0,0,0,,,0,,,,,,10.65,1.59
01/03/2015,1,0.2,0.4,1,0.8,0.4,,,0,,,,,,8.75,1.61
02/03/2015,16.4,8,11.2,13.2,10.8,9.2,,,1.4,,,,,,11.75,1.75
03/03/2015,0,0,0,0,0,0,,,1.6,,,,,,14.05,2.21
04/03/2015,12.6,10.2,15.8,15.8,11.6,12.4,,,0,,,,,,10.95,2.26
05/03/2015,3.2,3.8,15.8,10.6,6,8,,,6,,,,,,8.05,2.45
06/03/2015,0,0,0,0,0,0,,,0,,,,,,10,2.17
07/03/2015,0,0,0,0,0,0,,,0,,,,,,9.7,2.04
08/03/2015,0,0,0,0,0,0,,,0,,,,,,9.95,1.96
09/03/2015,0,0,0,0,0,0,,,0,,,,,,10.2,1.79
10/03/2015,0,0,0,0,0,0,,,0,,,,,,9.45,1.78
11/03/2015,0,0,0,0,0,0,,,0,,,,,,9.45,1.67
12/03/2015,0,0,0.8,0,0.2,0,,,0,,,,,,9.65,1.53
13/03/2015,0,0,0,0,0,0,,,0,,,,,,8.95,1.64
14/03/2015,0,0,0,0,0,0,,,0,,,,,,9.85,1.61
15/03/2015,3,2.2,2.6,4,2.8,3.6,,,0,,,,,,10.1,1.64
16/03/2015,15,13.8,13.4,14.6,15.8,15,,,10.6,,,,,,10.15,1.78
17/03/2015,11.2,8.6,7.8,11.2,10,11.2,,,11.8,,,,,,12.8,2.67
18/03/2015,0,0,0,0,0.2,0,,,0,,,,,,13.75,2.56
19/03/2015,0,0,0,0,0,0,,,0,,,,,,13.1,2.27
20/03/2015,0,0,0,0,0,0,,,0,,,,,,13.55,2.08
21/03/2015,0,0,0,0,1.2,0,,,0,,,,,,11.9,1.97
22/03/2015,0,0,1.4,0.8,0,0,,,0.2,,,,,,13.25,1.75
23/03/2015,0,0,0,0,0,0,,,0,,,,,,14.55,1.71
24/03/2015,0.6,0.2,0.2,0.6,0.6,0.6,,,1.2,,,,,,13.95,1.61
25/03/2015,27.6,25.2,16.2,24.8,21.6,26.4,,,0.4,,,,,,13.65,1.89
26/03/2015,17,18,18.6,41.8,20.2,39.4,,,23.4,,,,,,14.05,3.51
27/03/2015,1.4,0.8,6.8,4.2,3,0.8,,,4.4,,,,,,12.3,3.11
28/03/2015,0,0,0,0,0,0,,,3,,,,,,14.1,2.69
29/03/2015,0,0,0,0,0,0,,,0,,,,,,12.5,2.36
30/03/2015,0,0,0,0,0,0,,,0,,,,,,13.85,2.23
31/03/2015,0,0,0,0,0,0,,,0,,,,,,15.85,2.12
01/04/2015,0,0,0,0,0,0,,,0,,,,,,16.1,1.77
02/04/2015,0,0,0,0,0,0,,,0,,,,,,13,1.83
03/04/2015,0,0,0,0,0,0,,,0,,,,,,13.4,1.93
04/04/2015,31.6,25.6,22.8,26.6,23.8,25.4,,,0.4,,,,,,11.8,1.97
05/04/2015,0.8,0.4,6,4.2,1.4,1.8,,,25.8,,,,,,9.75,2.35
06/04/2015,0,0,0,0,0,0,,,0,,,,,,9.05,2.12
07/04/2015,0,0,0,0,0,0,,,0,,,,,,9.2,2.13
08/04/2015,0,0,0,0,0,0,,,0,,,,,,9.6,1.83
09/04/2015,0,0,0,0,0,0,,,0,,,,,,13.9,1.63
10/04/2015,0,0,0,0,0,0,,,0,,,,,,14.15,1.75
11/04/2015,0,0,0,0,0,0,,,0,,,,,,13.9,1.55
12/04/2015,0,0,0,0,0,0,,,0,,,,,,16.2,1.5
13/04/2015,0,0,0,0,0,0,,,0,,,,,,16.55,1.57
14/04/2015,0,0,0,0,0,0,,,0,,,,,,16.75,1.75
15/04/2015,0,0,0,0,0,0,,,0,,,,,,17.3,1.7
16/04/2015,0,0,0,0,0,0,,,0,,,,,,17.15,1.48
17/04/2015,1,0.4,0.4,2,0.2,1.6,,,0.2,,,,,,17.25,1.42
18/04/2015,0.4,0,1,2.2,0,0.2,,,3,,,,,,15.7,1.46
19/04/2015,0,0,0,0,0,0,,,0.6,,,,,,14.4,1.39
20/04/2015,0,0,0.2,0,0,0,,,0,,,,,,16.15,1.26
21/04/2015,0,0,0,0,0,0,,,0,,,,,,17.55,1.38
22/04/2015,0,0,0,0,0,0,,,0,,,,,,17.6,1.22
23/04/2015,0.2,0,0.2,0,2.2,0,,,0,,,,,,17.3,1.38
24/04/2015,0.2,0,0,0,0,0.2,,,0,,,,,,18.1,1.44
25/04/2015,0,0,0,0,0,0,,,0,,,,,,17.95,1.41
26/04/2015,7.6,5.4,5.2,6.4,5.8,6,,,0,,,,,,20.55,1.4
27/04/2015,21.4,22,19,30.8,20.2,28,,,3.6,,,,,,15.6,1.61
28/04/2015,14.8,21.4,9.4,8.6,10.2,19.6,,,20,,,,,,16.2,1.39
29/04/2015,5,6.6,20.2,6.8,10.6,7,,,10.8,,,,,,20.15,1.54
30/04/2015,0.2,0.2,2,0,0.2,0,,,5,,,,,,17.2,1.72
01/05/2015,0,0,0.4,0.2,0,0,,,0,,,,,,16.45,1.52
02/05/2015,2,1.2,2,2.4,1,1.8,,,0.8,,,,,,20.2,1.44
03/05/2015,0,0,0,0.8,0,0,,,0,,,,,,20.7,1.47
04/05/2015,0,0,0,0,0,0,,,0,,,,,,25.55,1.38
05/05/2015,0,0,0,0,0,0,,,0,,,,,,25.75,1.42
06/05/2015,0,0,0,0,0,0,,,0,,,,,,22.35,1.24
07/05/2015,0,0,0,0,0,0,,,0,,,,,,22.7,1.36
08/05/2015,0,0,0,0.2,0,0,,,0,,,,,,23.2,1.2
09/05/2015,0,0,0,0,0,0,,,0,,,,,,21.5,1.29
10/05/2015,0,0,0,0,0,0,,,0,,,,,,25.15,1.18
11/05/2015,0,0,0,0,0,0,,,0,,,,,,25.1,1.17
12/05/2015,0,0,0,0,0,0,,,0,,,,,,24.45,1.31
13/05/2015,0,0,0,0,0,0,,,0,,,,,,23,1.15
14/05/2015,0,0,0,0,0,0,,,0,,,,,,24.7,1.27
15/05/2015,10.4,7.4,4.2,16.4,3.2,24.2,,,0,,,,,,20.2,1.25
16/05/2015,1.6,2.8,2.4,2.4,2.6,1.6,,,1,,,,,,17.85,1.31
17/05/2015,0.2,0,0,0,0,0,,,0.4,,,,,,24,1.25
18/05/2015,0,0,0,0,0,0,,,0,,,,,,26.4,1.14
19/05/2015,0,0,0,0,0,0,,,0,,,,,,24.25,1.2
20/05/2015,20.8,10.8,7.4,8,11.4,4.8,,,0,,,,,,20.45,1.21
21/05/2015,5.6,5.4,14.4,10.6,6.6,7,,,0.2,,,,,,17.2,1.26
22/05/2015,4.4,2.6,11.4,10.2,3,6.6,,,7.8,,,,,,13.9,1.27
23/05/2015,6.2,9,6,6.6,6.2,6.8,,,4,,,,,,15.4,1.46
